calculation_id,application_id,calculation_name,input_fields,formula_version,result,units,calculated_at,policy_context,expected_interpretation
APP-000014-CALC-16,APP-000014,post_close_reserves,assets.eligible_reserve_amount|underwriting_calculations.cash_to_close,v1.0.0,11547.00,USD,2026-08-12,POL-AST-003,Reserve-eligible assets surviving the settlement draw.
APP-000014-CALC-17,APP-000014,months_reserves,underwriting_calculations.post_close_reserves|underwriting_calculations.housing_expense_pitia,v1.0.0,5.00,MONTHS,2026-08-12,POL-AST-003,Reserves expressed in months of housing expense.
APP-000014-CALC-18,APP-000014,credit_utilization,credit_accounts.balance|credit_accounts.credit_limit,v1.0.0,0.2800,RATIO,2026-08-12,POL-CRD-003,Risk context only; never a policy breach on its own.
APP-000014-CALC-19,APP-000014,employment_tenure_months,employment.verified_start_date|applications.application_date,v1.0.0,54,MONTHS,2026-08-12,POL-EMP-002,"Computed from the verified start date, not the declared one."
APP-000014-CALC-20,APP-000014,payment_shock_pct,underwriting_calculations.housing_expense_pitia|applications.current_housing_payment,v1.0.0,0.1236,RATIO,2026-08-12,POL-DTI-001,Not applicable where there is no prior housing payment.
APP-000014-CALC-21,APP-000014,loan_to_income,loans.base_loan_amount|underwriting_calculations.qualifying_annual_income,v1.0.0,3.29,MULTIPLE,2026-08-12,POL-DTI-001,"Supplemental analytical measure, not an eligibility rule."
APP-000014-CALC-22,APP-000014,representative_credit_score,credit_profiles.score_1|credit_profiles.score_2|credit_profiles.score_3,v1.0.0,742,SCORE,2026-08-12,POL-CRD-001,Middle of three per borrower; lowest across borrowers.
APP-000015-CALC-01,APP-000015,gross_monthly_income,income.annual_amount,v1.0.0,10925.00,USD_PER_MONTH,2026-08-12,POL-INC-001,"Gross eligible earnings before tax, before policy adjustment."
APP-000015-CALC-02,APP-000015,qualifying_monthly_income,income.qualifying_monthly_amount,v1.0.0,10925.00,USD_PER_MONTH,2026-08-12,POL-INC-001,The income figure the affordability rules are permitted to use.
APP-000015-CALC-03,APP-000015,housing_expense_pitia,loans.principal_and_interest|properties.annual_property_tax|properties.annual_hazard_premium|properties.monthly_hoa|loans.monthly_mortgage_insurance,v1.0.0,3169.15,USD_PER_MONTH,2026-08-12,POL-DTI-001,Full qualifying housing expense; the reserve denominator.
APP-000015-CALC-04,APP-000015,total_monthly_debt,underwriting_calculations.housing_expense_pitia|liabilities.monthly_payment,v1.0.0,3823.75,USD_PER_MONTH,2026-08-12,POL-LIA-001,DTI numerator.
APP-000015-CALC-05,APP-000015,front_end_dti,underwriting_calculations.housing_expense_pitia|underwriting_calculations.qualifying_monthly_income,v1.0.0,0.2901,RATIO,2026-08-12,POL-DTI-001,Housing ratio; advisory except on the USDA overlay.
APP-000015-CALC-06,APP-000015,back_end_dti,underwriting_calculations.total_monthly_debt|underwriting_calculations.qualifying_monthly_income,v1.0.0,0.3500,RATIO,2026-08-12,POL-DTI-001,Principal affordability measure (AC-02).
APP-000015-CALC-07,APP-000015,residual_income_monthly,underwriting_calculations.qualifying_monthly_income|underwriting_calculations.total_monthly_debt,v1.0.0,7101.25,USD_PER_MONTH,2026-08-12,POL-DTI-001,Disposable income (AC-02 alternative measure).
APP-000015-CALC-08,APP-000015,ltv,loans.base_loan_amount|properties.value_used_for_ltv,v1.0.0,0.8000,RATIO,2026-08-12,POL-CONV-001,Leverage against the value the rule uses.
APP-000015-CALC-09,APP-000015,cltv,loans.base_loan_amount|properties.value_used_for_ltv,v1.0.0,0.8000,RATIO,2026-08-12,POL-CONV-001,Leverage including every subordinate lien.
APP-000015-CALC-10,APP-000015,hcltv,loans.base_loan_amount|properties.value_used_for_ltv,v1.0.0,0.8000,RATIO,2026-08-12,POL-CONV-001,Leverage counting HELOC credit lines in full.
APP-000015-CALC-11,APP-000015,down_payment_amount,properties.purchase_price|loans.base_loan_amount,v1.0.0,96000.00,USD,2026-08-12,POL-AST-002,Borrower equity contribution at purchase.
APP-000015-CALC-12,APP-000015,down_payment_pct,underwriting_calculations.down_payment_amount|properties.purchase_price,v1.0.0,0.2000,RATIO,2026-08-12,POL-AST-002,Contribution as a share of price.
APP-000015-CALC-13,APP-000015,cash_to_close,underwriting_calculations.down_payment_amount|loans.closing_costs|loans.prepaids_and_escrow|loans.seller_credits|loans.earnest_money_paid,v1.0.0,100871.42,USD,2026-08-12,POL-AST-002,Borrower funds required at settlement.
APP-000015-CALC-14,APP-000015,funds_to_close_available,assets.eligible_close_amount,v1.0.0,118618.66,USD,2026-08-12,POL-AST-001,Eligible assets available at settlement.
APP-000015-CALC-15,APP-000015,funds_shortfall,underwriting_calculations.cash_to_close|underwriting_calculations.funds_to_close_available,v1.0.0,0.00,USD,2026-08-12,POL-AST-002,Positive value means the file cannot close as structured.
APP-000015-CALC-16,APP-000015,post_close_reserves,assets.eligible_reserve_amount|underwriting_calculations.cash_to_close,v1.0.0,22184.05,USD,2026-08-12,POL-AST-003,Reserve-eligible assets surviving the settlement draw.
APP-000015-CALC-17,APP-000015,months_reserves,underwriting_calculations.post_close_reserves|underwriting_calculations.housing_expense_pitia,v1.0.0,7.00,MONTHS,2026-08-12,POL-AST-003,Reserves expressed in months of housing expense.
APP-000015-CALC-18,APP-000015,credit_utilization,credit_accounts.balance|credit_accounts.credit_limit,v1.0.0,0.2800,RATIO,2026-08-12,POL-CRD-003,Risk context only; never a policy breach on its own.
APP-000015-CALC-19,APP-000015,employment_tenure_months,employment.verified_start_date|applications.application_date,v1.0.0,54,MONTHS,2026-08-12,POL-EMP-002,"Computed from the verified start date, not the declared one."
APP-000015-CALC-20,APP-000015,payment_shock_pct,underwriting_calculations.housing_expense_pitia|applications.current_housing_payment,v1.0.0,0.2820,RATIO,2026-08-12,POL-DTI-001,Not applicable where there is no prior housing payment.
APP-000015-CALC-21,APP-000015,loan_to_income,loans.base_loan_amount|underwriting_calculations.qualifying_annual_income,v1.0.0,2.93,MULTIPLE,2026-08-12,POL-DTI-001,"Supplemental analytical measure, not an eligibility rule."
APP-000015-CALC-22,APP-000015,representative_credit_score,credit_profiles.score_1|credit_profiles.score_2|credit_profiles.score_3,v1.0.0,742,SCORE,2026-08-12,POL-CRD-001,Middle of three per borrower; lowest across borrowers.
APP-000016-CALC-01,APP-000016,gross_monthly_income,income.annual_amount,v1.0.0,10925.00,USD_PER_MONTH,2026-08-12,POL-INC-001,"Gross eligible earnings before tax, before policy adjustment."
APP-000016-CALC-02,APP-000016,qualifying_monthly_income,income.qualifying_monthly_amount,v1.0.0,10925.00,USD_PER_MONTH,2026-08-12,POL-INC-001,The income figure the affordability rules are permitted to use.
APP-000016-CALC-03,APP-000016,housing_expense_pitia,loans.principal_and_interest|properties.annual_property_tax|properties.annual_hazard_premium|properties.monthly_hoa|loans.monthly_mortgage_insurance,v1.0.0,3168.01,USD_PER_MONTH,2026-08-12,POL-DTI-001,Full qualifying housing expense; the reserve denominator.
APP-000016-CALC-04,APP-000016,total_monthly_debt,underwriting_calculations.housing_expense_pitia|liabilities.monthly_payment,v1.0.0,3714.50,USD_PER_MONTH,2026-08-12,POL-LIA-001,DTI numerator.
APP-000016-CALC-05,APP-000016,front_end_dti,underwriting_calculations.housing_expense_pitia|underwriting_calculations.qualifying_monthly_income,v1.0.0,0.2900,RATIO,2026-08-12,POL-DTI-001,Housing ratio; advisory except on the USDA overlay.
APP-000016-CALC-06,APP-000016,back_end_dti,underwriting_calculations.total_monthly_debt|underwriting_calculations.qualifying_monthly_income,v1.0.0,0.3400,RATIO,2026-08-12,POL-DTI-001,Principal affordability measure (AC-02).
APP-000016-CALC-07,APP-000016,residual_income_monthly,underwriting_calculations.qualifying_monthly_income|underwriting_calculations.total_monthly_debt,v1.0.0,7210.50,USD_PER_MONTH,2026-08-12,POL-DTI-001,Disposable income (AC-02 alternative measure).
APP-000016-CALC-08,APP-000016,ltv,loans.base_loan_amount|properties.value_used_for_ltv,v1.0.0,0.8000,RATIO,2026-08-12,POL-CONV-001,Leverage against the value the rule uses.
APP-000016-CALC-09,APP-000016,cltv,loans.base_loan_amount|properties.value_used_for_ltv,v1.0.0,0.8000,RATIO,2026-08-12,POL-CONV-001,Leverage including every subordinate lien.
APP-000016-CALC-10,APP-000016,hcltv,loans.base_loan_amount|properties.value_used_for_ltv,v1.0.0,0.8000,RATIO,2026-08-12,POL-CONV-001,Leverage counting HELOC credit lines in full.
APP-000016-CALC-11,APP-000016,down_payment_amount,properties.purchase_price|loans.base_loan_amount,v1.0.0,106000.00,USD,2026-08-12,POL-AST-002,Borrower equity contribution at purchase.
APP-000016-CALC-12,APP-000016,down_payment_pct,underwriting_calculations.down_payment_amount|properties.purchase_price,v1.0.0,0.2000,RATIO,2026-08-12,POL-AST-002,Contribution as a share of price.
APP-000016-CALC-13,APP-000016,cash_to_close,underwriting_calculations.down_payment_amount|loans.closing_costs|loans.prepaids_and_escrow|loans.seller_credits|loans.earnest_money_paid,v1.0.0,99592.40,USD,2026-08-12,POL-AST-002,Borrower funds required at settlement.
APP-000016-CALC-14,APP-000016,funds_to_close_available,assets.eligible_close_amount,v1.0.0,130005.30,USD,2026-08-12,POL-AST-001,Eligible assets available at settlement.
APP-000016-CALC-15,APP-000016,funds_shortfall,underwriting_calculations.cash_to_close|underwriting_calculations.funds_to_close_available,v1.0.0,0.00,USD,2026-08-12,POL-AST-002,Positive value means the file cannot close as structured.
APP-000016-CALC-16,APP-000016,post_close_reserves,assets.eligible_reserve_amount|underwriting_calculations.cash_to_close,v1.0.0,38016.12,USD,2026-08-12,POL-AST-003,Reserve-eligible assets surviving the settlement draw.
APP-000016-CALC-17,APP-000016,months_reserves,underwriting_calculations.post_close_reserves|underwriting_calculations.housing_expense_pitia,v1.0.0,12.00,MONTHS,2026-08-12,POL-AST-003,Reserves expressed in months of housing expense.
APP-000016-CALC-18,APP-000016,credit_utilization,credit_accounts.balance|credit_accounts.credit_limit,v1.0.0,0.2800,RATIO,2026-08-12,POL-CRD-003,Risk context only; never a policy breach on its own.
APP-000016-CALC-19,APP-000016,employment_tenure_months,employment.verified_start_date|applications.application_date,v1.0.0,0,MONTHS,2026-08-12,POL-EMP-002,"Computed from the verified start date, not the declared one."
APP-000016-CALC-20,APP-000016,payment_shock_pct,underwriting_calculations.housing_expense_pitia|applications.current_housing_payment,v1.0.0,0.7857,RATIO,2026-08-12,POL-DTI-001,Not applicable where there is no prior housing payment.
APP-000016-CALC-21,APP-000016,loan_to_income,loans.base_loan_amount|underwriting_calculations.qualifying_annual_income,v1.0.0,3.23,MULTIPLE,2026-08-12,POL-DTI-001,"Supplemental analytical measure, not an eligibility rule."
APP-000016-CALC-22,APP-000016,representative_credit_score,credit_profiles.score_1|credit_profiles.score_2|credit_profiles.score_3,v1.0.0,742,SCORE,2026-08-12,POL-CRD-001,Middle of three per borrower; lowest across borrowers.
APP-000017-CALC-01,APP-000017,gross_monthly_income,income.annual_amount,v1.0.0,29275.00,USD_PER_MONTH,2026-08-12,POL-INC-001,"Gross eligible earnings before tax, before policy adjustment."
APP-000017-CALC-02,APP-000017,qualifying_monthly_income,income.qualifying_monthly_amount,v1.0.0,29275.00,USD_PER_MONTH,2026-08-12,POL-INC-001,The income figure the affordability rules are permitted to use.
APP-000017-CALC-03,APP-000017,housing_expense_pitia,loans.principal_and_interest|properties.annual_property_tax|properties.annual_hazard_premium|properties.monthly_hoa|loans.monthly_mortgage_insurance,v1.0.0,8490.09,USD_PER_MONTH,2026-08-12,POL-DTI-001,Full qualifying housing expense; the reserve denominator.
APP-000017-CALC-04,APP-000017,total_monthly_debt,underwriting_calculations.housing_expense_pitia|liabilities.monthly_payment,v1.0.0,9953.50,USD_PER_MONTH,2026-08-12,POL-LIA-001,DTI numerator.
APP-000017-CALC-05,APP-000017,front_end_dti,underwriting_calculations.housing_expense_pitia|underwriting_calculations.qualifying_monthly_income,v1.0.0,0.2900,RATIO,2026-08-12,POL-DTI-001,Housing ratio; advisory except on the USDA overlay.
APP-000017-CALC-06,APP-000017,back_end_dti,underwriting_calculations.total_monthly_debt|underwriting_calculations.qualifying_monthly_income,v1.0.0,0.3400,RATIO,2026-08-12,POL-DTI-001,Principal affordability measure (AC-02).
APP-000017-CALC-07,APP-000017,residual_income_monthly,underwriting_calculations.qualifying_monthly_income|underwriting_calculations.total_monthly_debt,v1.0.0,19321.50,USD_PER_MONTH,2026-08-12,POL-DTI-001,Disposable income (AC-02 alternative measure).
APP-000017-CALC-08,APP-000017,ltv,loans.base_loan_amount|properties.value_used_for_ltv,v1.0.0,0.7200,RATIO,2026-08-12,POL-CONV-001,Leverage against the value the rule uses.
APP-000017-CALC-09,APP-000017,cltv,loans.base_loan_amount|properties.value_used_for_ltv,v1.0.0,0.7200,RATIO,2026-08-12,POL-CONV-001,Leverage including every subordinate lien.
APP-000017-CALC-10,APP-000017,hcltv,loans.base_loan_amount|properties.value_used_for_ltv,v1.0.0,0.7200,RATIO,2026-08-12,POL-CONV-001,Leverage counting HELOC credit lines in full.
APP-000017-CALC-11,APP-000017,down_payment_amount,properties.purchase_price|loans.base_loan_amount,v1.0.0,383600.00,USD,2026-08-12,POL-AST-002,Borrower equity contribution at purchase.
APP-000017-CALC-12,APP-000017,down_payment_pct,underwriting_calculations.down_payment_amount|properties.purchase_price,v1.0.0,0.2800,RATIO,2026-08-12,POL-AST-002,Contribution as a share of price.
APP-000017-CALC-13,APP-000017,cash_to_close,underwriting_calculations.down_payment_amount|loans.closing_costs|loans.prepaids_and_escrow|loans.seller_credits|loans.earnest_money_paid,v1.0.0,365449.38,USD,2026-08-12,POL-AST-002,Borrower funds required at settlement.
APP-000017-CALC-14,APP-000017,funds_to_close_available,assets.eligible_close_amount,v1.0.0,446954.24,USD,2026-08-12,POL-AST-001,Eligible assets available at settlement.
APP-000017-CALC-15,APP-000017,funds_shortfall,underwriting_calculations.cash_to_close|underwriting_calculations.funds_to_close_available,v1.0.0,0.00,USD,2026-08-12,POL-AST-002,Positive value means the file cannot close as structured.
APP-000017-CALC-16,APP-000017,post_close_reserves,assets.eligible_reserve_amount|underwriting_calculations.cash_to_close,v1.0.0,101881.08,USD,2026-08-12,POL-AST-003,Reserve-eligible assets surviving the settlement draw.
APP-000017-CALC-17,APP-000017,months_reserves,underwriting_calculations.post_close_reserves|underwriting_calculations.housing_expense_pitia,v1.0.0,12.00,MONTHS,2026-08-12,POL-AST-003,Reserves expressed in months of housing expense.
APP-000017-CALC-18,APP-000017,credit_utilization,credit_accounts.balance|credit_accounts.credit_limit,v1.0.0,0.2800,RATIO,2026-08-12,POL-CRD-003,Risk context only; never a policy breach on its own.
APP-000017-CALC-19,APP-000017,employment_tenure_months,employment.verified_start_date|applications.application_date,v1.0.0,54,MONTHS,2026-08-12,POL-EMP-002,"Computed from the verified start date, not the declared one."
APP-000017-CALC-20,APP-000017,payment_shock_pct,underwriting_calculations.housing_expense_pitia|applications.current_housing_payment,v1.0.0,0.9231,RATIO,2026-08-12,POL-DTI-001,Not applicable where there is no prior housing payment.
APP-000017-CALC-21,APP-000017,loan_to_income,loans.base_loan_amount|underwriting_calculations.qualifying_annual_income,v1.0.0,2.81,MULTIPLE,2026-08-12,POL-DTI-001,"Supplemental analytical measure, not an eligibility rule."
APP-000017-CALC-22,APP-000017,representative_credit_score,credit_profiles.score_1|credit_profiles.score_2|credit_profiles.score_3,v1.0.0,768,SCORE,2026-08-12,POL-CRD-001,Middle of three per borrower; lowest across borrowers.
APP-000018-CALC-01,APP-000018,gross_monthly_income,income.annual_amount,v1.0.0,44991.67,USD_PER_MONTH,2026-09-04,POL-INC-001,"Gross eligible earnings before tax, before policy adjustment."
APP-000018-CALC-02,APP-000018,qualifying_monthly_income,income.qualifying_monthly_amount,v1.0.0,44991.67,USD_PER_MONTH,2026-09-04,POL-INC-001,The income figure the affordability rules are permitted to use.
APP-000018-CALC-03,APP-000018,housing_expense_pitia,loans.principal_and_interest|properties.annual_property_tax|properties.annual_hazard_premium|properties.monthly_hoa|loans.monthly_mortgage_insurance,v1.0.0,13047.41,USD_PER_MONTH,2026-09-04,POL-DTI-001,Full qualifying housing expense; the reserve denominator.
APP-000018-CALC-04,APP-000018,total_monthly_debt,underwriting_calculations.housing_expense_pitia|liabilities.monthly_payment,v1.0.0,13947.42,USD_PER_MONTH,2026-09-04,POL-LIA-001,DTI numerator.
APP-000018-CALC-05,APP-000018,front_end_dti,underwriting_calculations.housing_expense_pitia|underwriting_calculations.qualifying_monthly_income,v1.0.0,0.2900,RATIO,2026-09-04,POL-DTI-001,Housing ratio; advisory except on the USDA overlay.
APP-000018-CALC-06,APP-000018,back_end_dti,underwriting_calculations.total_monthly_debt|underwriting_calculations.qualifying_monthly_income,v1.0.0,0.3100,RATIO,2026-09-04,POL-DTI-001,Principal affordability measure (AC-02).
APP-000018-CALC-07,APP-000018,residual_income_monthly,underwriting_calculations.qualifying_monthly_income|underwriting_calculations.total_monthly_debt,v1.0.0,31044.25,USD_PER_MONTH,2026-09-04,POL-DTI-001,Disposable income (AC-02 alternative measure).
APP-000018-CALC-08,APP-000018,ltv,loans.base_loan_amount|properties.value_used_for_ltv,v1.0.0,0.7000,RATIO,2026-09-04,POL-CONV-001,Leverage against the value the rule uses.
APP-000018-CALC-09,APP-000018,cltv,loans.base_loan_amount|properties.value_used_for_ltv,v1.0.0,0.7000,RATIO,2026-09-04,POL-CONV-001,Leverage including every subordinate lien.
APP-000018-CALC-10,APP-000018,hcltv,loans.base_loan_amount|properties.value_used_for_ltv,v1.0.0,0.7000,RATIO,2026-09-04,POL-CONV-001,Leverage counting HELOC credit lines in full.
APP-000018-CALC-11,APP-000018,down_payment_amount,properties.purchase_price|loans.base_loan_amount,v1.0.0,705000.00,USD,2026-09-04,POL-AST-002,Borrower equity contribution at purchase.
APP-000018-CALC-12,APP-000018,down_payment_pct,underwriting_calculations.down_payment_amount|properties.purchase_price,v1.0.0,0.3000,RATIO,2026-09-04,POL-AST-002,Contribution as a share of price.
APP-000018-CALC-13,APP-000018,cash_to_close,underwriting_calculations.down_payment_amount|loans.closing_costs|loans.prepaids_and_escrow|loans.seller_credits|loans.earnest_money_paid,v1.0.0,715183.93,USD,2026-09-04,POL-AST-002,Borrower funds required at settlement.
APP-000018-CALC-14,APP-000018,funds_to_close_available,assets.eligible_close_amount,v1.0.0,861314.92,USD,2026-09-04,POL-AST-001,Eligible assets available at settlement.
APP-000018-CALC-15,APP-000018,funds_shortfall,underwriting_calculations.cash_to_close|underwriting_calculations.funds_to_close_available,v1.0.0,0.00,USD,2026-09-04,POL-AST-002,Positive value means the file cannot close as structured.
APP-000018-CALC-16,APP-000018,post_close_reserves,assets.eligible_reserve_amount|underwriting_calculations.cash_to_close,v1.0.0,182663.74,USD,2026-09-04,POL-AST-003,Reserve-eligible assets surviving the settlement draw.
APP-000018-CALC-17,APP-000018,months_reserves,underwriting_calculations.post_close_reserves|underwriting_calculations.housing_expense_pitia,v1.0.0,14.00,MONTHS,2026-09-04,POL-AST-003,Reserves expressed in months of housing expense.
APP-000018-CALC-18,APP-000018,credit_utilization,credit_accounts.balance|credit_accounts.credit_limit,v1.0.0,0.2800,RATIO,2026-09-04,POL-CRD-003,Risk context only; never a policy breach on its own.
APP-000018-CALC-19,APP-000018,employment_tenure_months,employment.verified_start_date|applications.application_date,v1.0.0,54,MONTHS,2026-09-04,POL-EMP-002,"Computed from the verified start date, not the declared one."
APP-000018-CALC-20,APP-000018,payment_shock_pct,underwriting_calculations.housing_expense_pitia|applications.current_housing_payment,v1.0.0,0.8868,RATIO,2026-09-04,POL-DTI-001,Not applicable where there is no prior housing payment.
APP-000018-CALC-21,APP-000018,loan_to_income,loans.base_loan_amount|underwriting_calculations.qualifying_annual_income,v1.0.0,3.05,MULTIPLE,2026-09-04,POL-DTI-001,"Supplemental analytical measure, not an eligibility rule."
APP-000018-CALC-22,APP-000018,representative_credit_score,credit_profiles.score_1|credit_profiles.score_2|credit_profiles.score_3,v1.0.0,784,SCORE,2026-09-04,POL-CRD-001,Middle of three per borrower; lowest across borrowers.
APP-000019-CALC-01,APP-000019,gross_monthly_income,income.annual_amount,v1.0.0,5275.00,USD_PER_MONTH,2026-08-12,POL-INC-001,"Gross eligible earnings before tax, before policy adjustment."
APP-000019-CALC-02,APP-000019,qualifying_monthly_income,income.qualifying_monthly_amount,v1.0.0,5275.00,USD_PER_MONTH,2026-08-12,POL-INC-001,The income figure the affordability rules are permitted to use.
APP-000019-CALC-03,APP-000019,housing_expense_pitia,loans.principal_and_interest|properties.annual_property_tax|properties.annual_hazard_premium|properties.monthly_hoa|loans.monthly_mortgage_insurance,v1.0.0,1530.68,USD_PER_MONTH,2026-08-12,POL-DTI-001,Full qualifying housing expense; the reserve denominator.
APP-000019-CALC-04,APP-000019,total_monthly_debt,underwriting_calculations.housing_expense_pitia|liabilities.monthly_payment,v1.0.0,2004.50,USD_PER_MONTH,2026-08-12,POL-LIA-001,DTI numerator.
APP-000019-CALC-05,APP-000019,front_end_dti,underwriting_calculations.housing_expense_pitia|underwriting_calculations.qualifying_monthly_income,v1.0.0,0.2902,RATIO,2026-08-12,POL-DTI-001,Housing ratio; advisory except on the USDA overlay.
APP-000019-CALC-06,APP-000019,back_end_dti,underwriting_calculations.total_monthly_debt|underwriting_calculations.qualifying_monthly_income,v1.0.0,0.3800,RATIO,2026-08-12,POL-DTI-001,Principal affordability measure (AC-02).
APP-000019-CALC-07,APP-000019,residual_income_monthly,underwriting_calculations.qualifying_monthly_income|underwriting_calculations.total_monthly_debt,v1.0.0,3270.50,USD_PER_MONTH,2026-08-12,POL-DTI-001,Disposable income (AC-02 alternative measure).
APP-000019-CALC-08,APP-000019,ltv,loans.base_loan_amount|properties.value_used_for_ltv,v1.0.0,0.9650,RATIO,2026-08-12,POL-CONV-001,Leverage against the value the rule uses.
APP-000019-CALC-09,APP-000019,cltv,loans.base_loan_amount|properties.value_used_for_ltv,v1.0.0,0.9650,RATIO,2026-08-12,POL-CONV-001,Leverage including every subordinate lien.
APP-000019-CALC-10,APP-000019,hcltv,loans.base_loan_amount|properties.value_used_for_ltv,v1.0.0,0.9650,RATIO,2026-08-12,POL-CONV-001,Leverage counting HELOC credit lines in full.
APP-000019-CALC-11,APP-000019,down_payment_amount,properties.purchase_price|loans.base_loan_amount,v1.0.0,7000.00,USD,2026-08-12,POL-AST-002,Borrower equity contribution at purchase.
APP-000019-CALC-12,APP-000019,down_payment_pct,underwriting_calculations.down_payment_amount|properties.purchase_price,v1.0.0,0.0350,RATIO,2026-08-12,POL-AST-002,Contribution as a share of price.
APP-000019-CALC-13,APP-000019,cash_to_close,underwriting_calculations.down_payment_amount|loans.closing_costs|loans.prepaids_and_escrow|loans.seller_credits|loans.earnest_money_paid,v1.0.0,10323.07,USD,2026-08-12,POL-AST-002,Borrower funds required at settlement.
APP-000019-CALC-14,APP-000019,funds_to_close_available,assets.eligible_close_amount,v1.0.0,13996.70,USD,2026-08-12,POL-AST-001,Eligible assets available at settlement.
APP-000019-CALC-15,APP-000019,funds_shortfall,underwriting_calculations.cash_to_close|underwriting_calculations.funds_to_close_available,v1.0.0,0.00,USD,2026-08-12,POL-AST-002,Positive value means the file cannot close as structured.
APP-000019-CALC-16,APP-000019,post_close_reserves,assets.eligible_reserve_amount|underwriting_calculations.cash_to_close,v1.0.0,4592.04,USD,2026-08-12,POL-AST-003,Reserve-eligible assets surviving the settlement draw.
APP-000019-CALC-17,APP-000019,months_reserves,underwriting_calculations.post_close_reserves|underwriting_calculations.housing_expense_pitia,v1.0.0,3.00,MONTHS,2026-08-12,POL-AST-003,Reserves expressed in months of housing expense.
APP-000019-CALC-18,APP-000019,credit_utilization,credit_accounts.balance|credit_accounts.credit_limit,v1.0.0,0.2800,RATIO,2026-08-12,POL-CRD-003,Risk context only; never a policy breach on its own.
APP-000019-CALC-19,APP-000019,employment_tenure_months,employment.verified_start_date|applications.application_date,v1.0.0,54,MONTHS,2026-08-12,POL-EMP-002,"Computed from the verified start date, not the declared one."
APP-000019-CALC-20,APP-000019,payment_shock_pct,underwriting_calculations.housing_expense_pitia|applications.current_housing_payment,v1.0.0,0.4493,RATIO,2026-08-12,POL-DTI-001,Not applicable where there is no prior housing payment.
APP-000019-CALC-21,APP-000019,loan_to_income,loans.base_loan_amount|underwriting_calculations.qualifying_annual_income,v1.0.0,3.05,MULTIPLE,2026-08-12,POL-DTI-001,"Supplemental analytical measure, not an eligibility rule."
APP-000019-CALC-22,APP-000019,representative_credit_score,credit_profiles.score_1|credit_profiles.score_2|credit_profiles.score_3,v1.0.0,642,SCORE,2026-08-12,POL-CRD-001,Middle of three per borrower; lowest across borrowers.
APP-000020-CALC-01,APP-000020,gross_monthly_income,income.annual_amount,v1.0.0,3100.00,USD_PER_MONTH,2026-08-12,POL-INC-001,"Gross eligible earnings before tax, before policy adjustment."
APP-000020-CALC-02,APP-000020,qualifying_monthly_income,income.qualifying_monthly_amount,v1.0.0,3100.00,USD_PER_MONTH,2026-08-12,POL-INC-001,The income figure the affordability rules are permitted to use.
APP-000020-CALC-03,APP-000020,housing_expense_pitia,loans.principal_and_interest|properties.annual_property_tax|properties.annual_hazard_premium|properties.monthly_hoa|loans.monthly_mortgage_insurance,v1.0.0,1548.11,USD_PER_MONTH,2026-08-12,POL-DTI-001,Full qualifying housing expense; the reserve denominator.
APP-000020-CALC-04,APP-000020,total_monthly_debt,underwriting_calculations.housing_expense_pitia|liabilities.monthly_payment,v1.0.0,1798.00,USD_PER_MONTH,2026-08-12,POL-LIA-001,DTI numerator.
APP-000020-CALC-05,APP-000020,front_end_dti,underwriting_calculations.housing_expense_pitia|underwriting_calculations.qualifying_monthly_income,v1.0.0,0.4994,RATIO,2026-08-12,POL-DTI-001,Housing ratio; advisory except on the USDA overlay.
APP-000020-CALC-06,APP-000020,back_end_dti,underwriting_calculations.total_monthly_debt|underwriting_calculations.qualifying_monthly_income,v1.0.0,0.5800,RATIO,2026-08-12,POL-DTI-001,Principal affordability measure (AC-02).
APP-000020-CALC-07,APP-000020,residual_income_monthly,underwriting_calculations.qualifying_monthly_income|underwriting_calculations.total_monthly_debt,v1.0.0,1302.00,USD_PER_MONTH,2026-08-12,POL-DTI-001,Disposable income (AC-02 alternative measure).
APP-000020-CALC-08,APP-000020,ltv,loans.base_loan_amount|properties.value_used_for_ltv,v1.0.0,1.0000,RATIO,2026-08-12,POL-CONV-001,Leverage against the value the rule uses.
APP-000020-CALC-09,APP-000020,cltv,loans.base_loan_amount|properties.value_used_for_ltv,v1.0.0,1.0000,RATIO,2026-08-12,POL-CONV-001,Leverage including every subordinate lien.
APP-000020-CALC-10,APP-000020,hcltv,loans.base_loan_amount|properties.value_used_for_ltv,v1.0.0,1.0000,RATIO,2026-08-12,POL-CONV-001,Leverage counting HELOC credit lines in full.
APP-000020-CALC-11,APP-000020,down_payment_amount,properties.purchase_price|loans.base_loan_amount,v1.0.0,0.00,USD,2026-08-12,POL-AST-002,Borrower equity contribution at purchase.
APP-000020-CALC-12,APP-000020,down_payment_pct,underwriting_calculations.down_payment_amount|properties.purchase_price,v1.0.0,0.0000,RATIO,2026-08-12,POL-AST-002,Contribution as a share of price.
APP-000020-CALC-13,APP-000020,cash_to_close,underwriting_calculations.down_payment_amount|loans.closing_costs|loans.prepaids_and_escrow|loans.seller_credits|loans.earnest_money_paid,v1.0.0,3900.48,USD,2026-08-12,POL-AST-002,Borrower funds required at settlement.
APP-000020-CALC-14,APP-000020,funds_to_close_available,assets.eligible_close_amount,v1.0.0,8854.43,USD,2026-08-12,POL-AST-001,Eligible assets available at settlement.
APP-000020-CALC-15,APP-000020,funds_shortfall,underwriting_calculations.cash_to_close|underwriting_calculations.funds_to_close_available,v1.0.0,0.00,USD,2026-08-12,POL-AST-002,Positive value means the file cannot close as structured.
