evaluation_id,application_id,rule_id,policy_id,policy_version,policy_effective_date,source_category,severity,outcome,observed_value,comparator,threshold_value,input_fields,requires_human_review,reason
APP-000015-EVAL-007,APP-000015,CRD-SCR-003,POL-CRD-001,2.0,2026-07-01,SYNTHETIC_INTERNAL_POLICY,HARD_FAIL,PASS,742,>=,620,credit_profiles.representative_score,false,Representative score 742 against the applicable floor of 620.
APP-000015-EVAL-008,APP-000015,CRD-SCR-004,POL-CRD-001,2.0,2026-07-01,SYNTHETIC_INTERNAL_POLICY,CONDITIONAL,PASS,21,<=,90,credit_profiles.report_date,false,Credit report is 21 days old against the 90-day window in force on the as-of date.
APP-000015-EVAL-009,APP-000015,CRD-SCR-007,POL-CRD-001,2.0,2026-07-01,SYNTHETIC_INTERNAL_POLICY,CONDITIONAL,PASS,1,<,4,credit_profiles.recent_inquiries_90d,false,"1 inquiries in the 90-day lookback, below the explanation trigger."
APP-000015-EVAL-010,APP-000015,CRD-DLQ-001,POL-CRD-003,1.0,2026-01-01,SYNTHETIC_INTERNAL_POLICY,REFER,PASS,0,==,0,credit_accounts.housing_late_history,false,No housing payment 30 or more days past due in the last 12 months.
APP-000015-EVAL-011,APP-000015,CRD-DLQ-003,POL-CRD-003,1.0,2026-01-01,SYNTHETIC_INTERNAL_POLICY,ADVISORY,PASS,0.2800,<=,0.8,underwriting_calculations.credit_utilization,false,Revolving utilisation 28.00% is within the risk-note threshold.
APP-000015-EVAL-012,APP-000015,INC-VAR-001,POL-INC-004,2.0,2026-07-01,SYNTHETIC_INTERNAL_POLICY,HARD_FAIL,PASS,27,>=,24,income_history,false,Variable earnings history of 27 months meets the 24-month requirement.
APP-000015-EVAL-013,APP-000015,EMP-CNT-001,POL-EMP-002,1.0,2026-01-01,SYNTHETIC_INTERNAL_POLICY,CONDITIONAL,PASS,60,>=,24,employment.start_date,false,Employment history of 60 months meets the 24-month requirement.
APP-000015-EVAL-014,APP-000015,DTI-CONV-001,POL-DTI-001,2.0,2026-07-01,SYNTHETIC_INTERNAL_POLICY,HARD_FAIL,PASS,0.3500,<=,0.43,underwriting_calculations.total_monthly_debt|underwriting_calculations.qualifying_monthly_income|underwriting_calculations.back_end_dti,false,Back-end debt-to-income 35.00% against the applicable limit of 43.00%.
APP-000015-EVAL-015,APP-000015,DTI-CONV-002,POL-DTI-001,2.0,2026-07-01,SYNTHETIC_INTERNAL_POLICY,ADVISORY,PASS,0.2901,<=,0.38,underwriting_calculations.front_end_dti,false,Housing ratio 29.01% recorded; this measure is advisory on this programme.
APP-000015-EVAL-016,APP-000015,DTI-CALC-003,POL-DTI-001,2.0,2026-07-01,SYNTHETIC_INTERNAL_POLICY,ADVISORY,PASS,7101.25,,,underwriting_calculations.residual_income_monthly,false,"Monthly disposable income 7,101.25 recorded alongside the ratio."
APP-000015-EVAL-017,APP-000015,AST-FTC-003,POL-AST-002,1.0,2026-01-01,SYNTHETIC_INTERNAL_POLICY,HARD_FAIL,PASS,118618.66,>=,100871.42,underwriting_calculations.funds_to_close_required|underwriting_calculations.funds_to_close_available,false,"Eligible funds available 118,618.66 against 100,871.42 required at settlement."
APP-000015-EVAL-018,APP-000015,AST-RSV-002,POL-AST-003,2.0,2026-07-01,SYNTHETIC_INTERNAL_POLICY,CONDITIONAL,PASS,7.00,>=,0,underwriting_calculations.post_close_reserves|underwriting_calculations.months_reserves,false,"Post-closing reserves of 7.00 months against the 0-month requirement for this occupancy, leverage and affordability profile."
APP-000015-EVAL-019,APP-000015,VAL-APR-001,POL-VAL-001,2.0,2026-07-01,SYNTHETIC_INTERNAL_POLICY,CONDITIONAL,PASS,full_appraisal,==,full_appraisal,appraisals.valuation_method,false,Valuation method 'full_appraisal' satisfies the requirement for this transaction.
APP-000015-EVAL-020,APP-000015,VAL-APR-003,POL-VAL-001,2.0,2026-07-01,SYNTHETIC_INTERNAL_POLICY,CONDITIONAL,PASS,24,<=,120,appraisals.appraisal_date,false,"Valuation is 24 days old, within the 120-day window."
APP-000015-EVAL-021,APP-000015,DOC-REQ-003,POL-DOC-001,1.0,2026-01-01,SYNTHETIC_INTERNAL_POLICY,CONDITIONAL,PASS,1.0000,==,1.0000,documents,false,Document completeness 100.00% (0 of 0 required documents received and current).
APP-000015-EVAL-022,APP-000015,GEN-ELG-005,POL-GEN-001,1.0,2026-01-01,SYNTHETIC_INTERNAL_POLICY,CONDITIONAL,PASS,0,==,0,rule_evaluations|documents,false,"Every rule in scope had the inputs it needed, so none evaluated to INDETERMINATE."
APP-000015-EVAL-023,APP-000015,DEC-REC-001,POL-DEC-001,1.0,2026-01-01,SYNTHETIC_INTERNAL_POLICY,HARD_FAIL,PASS,,,,decisions|decision_reasons,false,"The recommendation is drawn from the controlled vocabulary and carries the rule ids, policy versions and calculation records supporting it."
APP-000015-EVAL-024,APP-000015,DEC-AUD-001,POL-DEC-001,1.0,2026-01-01,SYNTHETIC_INTERNAL_POLICY,HARD_FAIL,PASS,,,,audit_events,false,"The decision record carries the full chain: policy version, rule, calculation, evidence and reason."
APP-000016-EVAL-001,APP-000016,SEC-INJ-001,POL-SEC-001,1.0,2026-01-01,SYNTHETIC_INTERNAL_POLICY,HARD_FAIL,PASS,,,,documents.contains_untrusted_text,false,No applicant-supplied text required quarantine beyond the standard trust-class handling.
APP-000016-EVAL-002,APP-000016,KYC-IDV-001,POL-KYC-001,1.0,2026-01-01,REGULATORY,HARD_FAIL,PASS,VERIFIED,==,VERIFIED,verifications.identity,false,"Identity verified; name, date of birth, address and a tokenised identification number were collected and matched."
APP-000016-EVAL-003,APP-000016,FRD-IND-001,POL-FRD-001,1.0,2026-01-01,SYNTHETIC_INTERNAL_POLICY,REFER,PASS,0,==,0,documents|verifications,false,No cross-source inconsistency without an innocent arithmetic explanation was identified.
APP-000016-EVAL-004,APP-000016,GEN-ELG-003,POL-GEN-001,1.0,2026-01-01,AGENCY_INVESTOR,HARD_FAIL,PASS,424000.00,<=,832750,loans.base_loan_amount,false,Base loan amount is within the applicable one-unit conforming limit.
APP-000016-EVAL-005,APP-000016,PRP-ELG-001,POL-PRP-001,1.0,2026-01-01,SYNTHETIC_INTERNAL_POLICY,HARD_FAIL,PASS,single_family_detached/1,in,"1-4 units, eligible type",properties.property_type|properties.units,false,Property type 'single_family_detached' with 1 unit(s) is eligible.
APP-000016-EVAL-006,APP-000016,CONV-PUR-002,POL-CONV-001,1.0,2026-01-01,SYNTHETIC_INTERNAL_POLICY,HARD_FAIL,PASS,0.8000,<=,0.97,loans.loan_amount|properties.value_used_for_ltv|underwriting_calculations.ltv,false,Loan-to-value 80.00% against the primary_residence limit of 97.00% for this programme.
APP-000016-EVAL-007,APP-000016,CRD-SCR-003,POL-CRD-001,2.0,2026-07-01,SYNTHETIC_INTERNAL_POLICY,HARD_FAIL,PASS,742,>=,620,credit_profiles.representative_score,false,Representative score 742 against the applicable floor of 620.
APP-000016-EVAL-008,APP-000016,CRD-SCR-004,POL-CRD-001,2.0,2026-07-01,SYNTHETIC_INTERNAL_POLICY,CONDITIONAL,PASS,21,<=,90,credit_profiles.report_date,false,Credit report is 21 days old against the 90-day window in force on the as-of date.
APP-000016-EVAL-009,APP-000016,CRD-SCR-007,POL-CRD-001,2.0,2026-07-01,SYNTHETIC_INTERNAL_POLICY,CONDITIONAL,PASS,1,<,4,credit_profiles.recent_inquiries_90d,false,"1 inquiries in the 90-day lookback, below the explanation trigger."
APP-000016-EVAL-010,APP-000016,CRD-DLQ-001,POL-CRD-003,1.0,2026-01-01,SYNTHETIC_INTERNAL_POLICY,REFER,PASS,0,==,0,credit_accounts.housing_late_history,false,No housing payment 30 or more days past due in the last 12 months.
APP-000016-EVAL-011,APP-000016,CRD-DLQ-003,POL-CRD-003,1.0,2026-01-01,SYNTHETIC_INTERNAL_POLICY,ADVISORY,PASS,0.2800,<=,0.8,underwriting_calculations.credit_utilization,false,Revolving utilisation 28.00% is within the risk-note threshold.
APP-000016-EVAL-012,APP-000016,EMP-CNT-001,POL-EMP-002,1.0,2026-01-01,SYNTHETIC_INTERNAL_POLICY,CONDITIONAL,PASS,48,>=,24,employment.start_date,false,Employment history of 48 months meets the 24-month requirement.
APP-000016-EVAL-013,APP-000016,EMP-CNT-004,POL-EMP-002,1.0,2026-01-01,SYNTHETIC_INTERNAL_POLICY,CONDITIONAL,REFER,61,<=,90,employment.start_date,true,"Employment begins in 61 days against the 90-day window; a non-contingent offer and reserves covering the gap period are required, and the file is reviewed in every case."
APP-000016-EVAL-014,APP-000016,DTI-CONV-001,POL-DTI-001,2.0,2026-07-01,SYNTHETIC_INTERNAL_POLICY,HARD_FAIL,PASS,0.3400,<=,0.43,underwriting_calculations.total_monthly_debt|underwriting_calculations.qualifying_monthly_income|underwriting_calculations.back_end_dti,false,Back-end debt-to-income 34.00% against the applicable limit of 43.00%.
APP-000016-EVAL-015,APP-000016,DTI-CONV-002,POL-DTI-001,2.0,2026-07-01,SYNTHETIC_INTERNAL_POLICY,ADVISORY,PASS,0.2900,<=,0.38,underwriting_calculations.front_end_dti,false,Housing ratio 29.00% recorded; this measure is advisory on this programme.
APP-000016-EVAL-016,APP-000016,DTI-CALC-003,POL-DTI-001,2.0,2026-07-01,SYNTHETIC_INTERNAL_POLICY,ADVISORY,PASS,7210.50,,,underwriting_calculations.residual_income_monthly,false,"Monthly disposable income 7,210.50 recorded alongside the ratio."
APP-000016-EVAL-017,APP-000016,AST-FTC-003,POL-AST-002,1.0,2026-01-01,SYNTHETIC_INTERNAL_POLICY,HARD_FAIL,PASS,130005.30,>=,99592.40,underwriting_calculations.funds_to_close_required|underwriting_calculations.funds_to_close_available,false,"Eligible funds available 130,005.30 against 99,592.40 required at settlement."
APP-000016-EVAL-018,APP-000016,AST-RSV-002,POL-AST-003,2.0,2026-07-01,SYNTHETIC_INTERNAL_POLICY,CONDITIONAL,PASS,12.00,>=,0,underwriting_calculations.post_close_reserves|underwriting_calculations.months_reserves,false,"Post-closing reserves of 12.00 months against the 0-month requirement for this occupancy, leverage and affordability profile."
APP-000016-EVAL-019,APP-000016,VAL-APR-001,POL-VAL-001,2.0,2026-07-01,SYNTHETIC_INTERNAL_POLICY,CONDITIONAL,PASS,full_appraisal,==,full_appraisal,appraisals.valuation_method,false,Valuation method 'full_appraisal' satisfies the requirement for this transaction.
APP-000016-EVAL-020,APP-000016,VAL-APR-003,POL-VAL-001,2.0,2026-07-01,SYNTHETIC_INTERNAL_POLICY,CONDITIONAL,PASS,24,<=,120,appraisals.appraisal_date,false,"Valuation is 24 days old, within the 120-day window."
APP-000016-EVAL-021,APP-000016,DOC-REQ-003,POL-DOC-001,1.0,2026-01-01,SYNTHETIC_INTERNAL_POLICY,CONDITIONAL,PASS,1.0000,==,1.0000,documents,false,Document completeness 100.00% (0 of 0 required documents received and current).
APP-000016-EVAL-022,APP-000016,GEN-ELG-005,POL-GEN-001,1.0,2026-01-01,SYNTHETIC_INTERNAL_POLICY,CONDITIONAL,PASS,0,==,0,rule_evaluations|documents,false,"Every rule in scope had the inputs it needed, so none evaluated to INDETERMINATE."
APP-000016-EVAL-023,APP-000016,UWR-HRV-001,POL-UWR-001,1.0,2026-01-01,SYNTHETIC_INTERNAL_POLICY,REFER,REFER,1,==,0,rule_evaluations,true,1 mandatory human-review trigger(s) present.
APP-000016-EVAL-024,APP-000016,DEC-REC-001,POL-DEC-001,1.0,2026-01-01,SYNTHETIC_INTERNAL_POLICY,HARD_FAIL,PASS,,,,decisions|decision_reasons,false,"The recommendation is drawn from the controlled vocabulary and carries the rule ids, policy versions and calculation records supporting it."
APP-000016-EVAL-025,APP-000016,DEC-AUD-001,POL-DEC-001,1.0,2026-01-01,SYNTHETIC_INTERNAL_POLICY,HARD_FAIL,PASS,,,,audit_events,false,"The decision record carries the full chain: policy version, rule, calculation, evidence and reason."
APP-000017-EVAL-001,APP-000017,SEC-INJ-001,POL-SEC-001,1.0,2026-01-01,SYNTHETIC_INTERNAL_POLICY,HARD_FAIL,PASS,,,,documents.contains_untrusted_text,false,No applicant-supplied text required quarantine beyond the standard trust-class handling.
APP-000017-EVAL-002,APP-000017,KYC-IDV-001,POL-KYC-001,1.0,2026-01-01,REGULATORY,HARD_FAIL,PASS,VERIFIED,==,VERIFIED,verifications.identity,false,"Identity verified; name, date of birth, address and a tokenised identification number were collected and matched."
APP-000017-EVAL-003,APP-000017,FRD-IND-001,POL-FRD-001,1.0,2026-01-01,SYNTHETIC_INTERNAL_POLICY,REFER,PASS,0,==,0,documents|verifications,false,No cross-source inconsistency without an innocent arithmetic explanation was identified.
APP-000017-EVAL-004,APP-000017,JMB-ELG-001,POL-JUMBO-001,2.0,2026-07-01,SYNTHETIC_INTERNAL_POLICY,HARD_FAIL,PASS,986400.00,>,832750,loans.base_loan_amount,false,"Loan amount exceeds the applicable conforming limit, so the jumbo overlay governs."
APP-000017-EVAL-005,APP-000017,JMB-ELG-004,POL-JUMBO-001,2.0,2026-07-01,SYNTHETIC_INTERNAL_POLICY,REFER,REFER,jumbo,==,human review mandatory,loans.base_loan_amount|applications.product_family,true,Jumbo exposure: every file under this overlay is reviewed by a human underwriter because real jumbo criteria are set by private investor overlays that are not publicly documented.
APP-000017-EVAL-006,APP-000017,PRP-ELG-001,POL-PRP-001,1.0,2026-01-01,SYNTHETIC_INTERNAL_POLICY,HARD_FAIL,PASS,single_family_detached/1,in,"1-4 units, eligible type",properties.property_type|properties.units,false,Property type 'single_family_detached' with 1 unit(s) is eligible.
APP-000017-EVAL-007,APP-000017,JMB-ELG-002,POL-JUMBO-001,2.0,2026-07-01,SYNTHETIC_INTERNAL_POLICY,HARD_FAIL,PASS,0.7200,<=,0.75,loans.loan_amount|properties.value_used_for_ltv|underwriting_calculations.ltv,false,Loan-to-value 72.00% against the primary_residence limit of 75.00% for this programme.
APP-000017-EVAL-008,APP-000017,JMB-ELG-002,POL-JUMBO-001,2.0,2026-07-01,SYNTHETIC_INTERNAL_POLICY,HARD_FAIL,PASS,768,>=,720,credit_profiles.representative_score,false,Representative score 768 against the applicable floor of 720.
APP-000017-EVAL-009,APP-000017,CRD-SCR-004,POL-CRD-001,2.0,2026-07-01,SYNTHETIC_INTERNAL_POLICY,CONDITIONAL,PASS,21,<=,90,credit_profiles.report_date,false,Credit report is 21 days old against the 90-day window in force on the as-of date.
APP-000017-EVAL-010,APP-000017,CRD-SCR-007,POL-CRD-001,2.0,2026-07-01,SYNTHETIC_INTERNAL_POLICY,CONDITIONAL,PASS,1,<,4,credit_profiles.recent_inquiries_90d,false,"1 inquiries in the 90-day lookback, below the explanation trigger."
APP-000017-EVAL-011,APP-000017,CRD-DLQ-001,POL-CRD-003,1.0,2026-01-01,SYNTHETIC_INTERNAL_POLICY,REFER,PASS,0,==,0,credit_accounts.housing_late_history,false,No housing payment 30 or more days past due in the last 12 months.
APP-000017-EVAL-012,APP-000017,CRD-DLQ-003,POL-CRD-003,1.0,2026-01-01,SYNTHETIC_INTERNAL_POLICY,ADVISORY,PASS,0.2800,<=,0.8,underwriting_calculations.credit_utilization,false,Revolving utilisation 28.00% is within the risk-note threshold.
APP-000017-EVAL-013,APP-000017,EMP-CNT-001,POL-EMP-002,1.0,2026-01-01,SYNTHETIC_INTERNAL_POLICY,CONDITIONAL,PASS,60,>=,24,employment.start_date,false,Employment history of 60 months meets the 24-month requirement.
APP-000017-EVAL-014,APP-000017,DTI-CONV-001,POL-DTI-001,2.0,2026-07-01,SYNTHETIC_INTERNAL_POLICY,HARD_FAIL,PASS,0.3400,<=,0.43,underwriting_calculations.total_monthly_debt|underwriting_calculations.qualifying_monthly_income|underwriting_calculations.back_end_dti,false,Back-end debt-to-income 34.00% against the applicable limit of 43.00%.
APP-000017-EVAL-015,APP-000017,DTI-CONV-002,POL-DTI-001,2.0,2026-07-01,SYNTHETIC_INTERNAL_POLICY,ADVISORY,PASS,0.2900,<=,0.38,underwriting_calculations.front_end_dti,false,Housing ratio 29.00% recorded; this measure is advisory on this programme.
APP-000017-EVAL-016,APP-000017,DTI-CALC-003,POL-DTI-001,2.0,2026-07-01,SYNTHETIC_INTERNAL_POLICY,ADVISORY,PASS,19321.50,,,underwriting_calculations.residual_income_monthly,false,"Monthly disposable income 19,321.50 recorded alongside the ratio."
APP-000017-EVAL-017,APP-000017,AST-FTC-003,POL-AST-002,1.0,2026-01-01,SYNTHETIC_INTERNAL_POLICY,HARD_FAIL,PASS,446954.24,>=,365449.38,underwriting_calculations.funds_to_close_required|underwriting_calculations.funds_to_close_available,false,"Eligible funds available 446,954.24 against 365,449.38 required at settlement."
APP-000017-EVAL-018,APP-000017,AST-RSV-002,POL-AST-003,2.0,2026-07-01,SYNTHETIC_INTERNAL_POLICY,CONDITIONAL,PASS,12.00,>=,0,underwriting_calculations.post_close_reserves|underwriting_calculations.months_reserves,false,"Post-closing reserves of 12.00 months against the 0-month requirement for this occupancy, leverage and affordability profile."
APP-000017-EVAL-019,APP-000017,JMB-ELG-003,POL-JUMBO-001,2.0,2026-07-01,SYNTHETIC_INTERNAL_POLICY,CONDITIONAL,PASS,12.00,>=,9,underwriting_calculations.months_reserves,false,Jumbo reserves of 12.00 months against the 9-month overlay requirement in force on the as-of date.
APP-000017-EVAL-020,APP-000017,VAL-APR-001,POL-VAL-001,2.0,2026-07-01,SYNTHETIC_INTERNAL_POLICY,CONDITIONAL,PASS,full_appraisal,==,full_appraisal,appraisals.valuation_method,false,Valuation method 'full_appraisal' satisfies the requirement for this transaction.
APP-000017-EVAL-021,APP-000017,VAL-APR-003,POL-VAL-001,2.0,2026-07-01,SYNTHETIC_INTERNAL_POLICY,CONDITIONAL,PASS,24,<=,120,appraisals.appraisal_date,false,"Valuation is 24 days old, within the 120-day window."
APP-000017-EVAL-022,APP-000017,DOC-REQ-003,POL-DOC-001,1.0,2026-01-01,SYNTHETIC_INTERNAL_POLICY,CONDITIONAL,PASS,1.0000,==,1.0000,documents,false,Document completeness 100.00% (0 of 0 required documents received and current).
APP-000017-EVAL-023,APP-000017,GEN-ELG-005,POL-GEN-001,1.0,2026-01-01,SYNTHETIC_INTERNAL_POLICY,CONDITIONAL,PASS,0,==,0,rule_evaluations|documents,false,"Every rule in scope had the inputs it needed, so none evaluated to INDETERMINATE."
APP-000017-EVAL-024,APP-000017,UWR-HRV-001,POL-UWR-001,1.0,2026-01-01,SYNTHETIC_INTERNAL_POLICY,REFER,REFER,1,==,0,rule_evaluations,true,1 mandatory human-review trigger(s) present.
APP-000017-EVAL-025,APP-000017,DEC-REC-001,POL-DEC-001,1.0,2026-01-01,SYNTHETIC_INTERNAL_POLICY,HARD_FAIL,PASS,,,,decisions|decision_reasons,false,"The recommendation is drawn from the controlled vocabulary and carries the rule ids, policy versions and calculation records supporting it."
APP-000017-EVAL-026,APP-000017,DEC-AUD-001,POL-DEC-001,1.0,2026-01-01,SYNTHETIC_INTERNAL_POLICY,HARD_FAIL,PASS,,,,audit_events,false,"The decision record carries the full chain: policy version, rule, calculation, evidence and reason."
APP-000018-EVAL-001,APP-000018,SEC-INJ-001,POL-SEC-001,1.0,2026-01-01,SYNTHETIC_INTERNAL_POLICY,HARD_FAIL,PASS,,,,documents.contains_untrusted_text,false,No applicant-supplied text required quarantine beyond the standard trust-class handling.
APP-000018-EVAL-002,APP-000018,KYC-IDV-001,POL-KYC-001,1.0,2026-01-01,REGULATORY,HARD_FAIL,PASS,VERIFIED,==,VERIFIED,verifications.identity,false,"Identity verified; name, date of birth, address and a tokenised identification number were collected and matched."
APP-000018-EVAL-003,APP-000018,FRD-IND-001,POL-FRD-001,1.0,2026-01-01,SYNTHETIC_INTERNAL_POLICY,REFER,PASS,0,==,0,documents|verifications,false,No cross-source inconsistency without an innocent arithmetic explanation was identified.
APP-000018-EVAL-004,APP-000018,JMB-ELG-001,POL-JUMBO-001,2.0,2026-07-01,SYNTHETIC_INTERNAL_POLICY,HARD_FAIL,PASS,1645000.00,>,832750,loans.base_loan_amount,false,"Loan amount exceeds the applicable conforming limit, so the jumbo overlay governs."
APP-000018-EVAL-005,APP-000018,JMB-ELG-004,POL-JUMBO-001,2.0,2026-07-01,SYNTHETIC_INTERNAL_POLICY,REFER,REFER,jumbo,==,human review mandatory,loans.base_loan_amount|applications.product_family,true,Jumbo exposure: every file under this overlay is reviewed by a human underwriter because real jumbo criteria are set by private investor overlays that are not publicly documented.
APP-000018-EVAL-006,APP-000018,PRP-ELG-001,POL-PRP-001,1.0,2026-01-01,SYNTHETIC_INTERNAL_POLICY,HARD_FAIL,PASS,single_family_detached/1,in,"1-4 units, eligible type",properties.property_type|properties.units,false,Property type 'single_family_detached' with 1 unit(s) is eligible.
APP-000018-EVAL-007,APP-000018,JMB-ELG-002,POL-JUMBO-001,2.0,2026-07-01,SYNTHETIC_INTERNAL_POLICY,HARD_FAIL,PASS,0.7000,<=,0.75,loans.loan_amount|properties.value_used_for_ltv|underwriting_calculations.ltv,false,Loan-to-value 70.00% against the primary_residence limit of 75.00% for this programme.
APP-000018-EVAL-008,APP-000018,JMB-ELG-002,POL-JUMBO-001,2.0,2026-07-01,SYNTHETIC_INTERNAL_POLICY,HARD_FAIL,PASS,784,>=,720,credit_profiles.representative_score,false,Representative score 784 against the applicable floor of 720.
APP-000018-EVAL-009,APP-000018,CRD-SCR-004,POL-CRD-001,2.0,2026-07-01,SYNTHETIC_INTERNAL_POLICY,CONDITIONAL,PASS,21,<=,90,credit_profiles.report_date,false,Credit report is 21 days old against the 90-day window in force on the as-of date.
APP-000018-EVAL-010,APP-000018,CRD-SCR-007,POL-CRD-001,2.0,2026-07-01,SYNTHETIC_INTERNAL_POLICY,CONDITIONAL,PASS,1,<,4,credit_profiles.recent_inquiries_90d,false,"1 inquiries in the 90-day lookback, below the explanation trigger."
APP-000018-EVAL-011,APP-000018,CRD-DLQ-001,POL-CRD-003,1.0,2026-01-01,SYNTHETIC_INTERNAL_POLICY,REFER,PASS,0,==,0,credit_accounts.housing_late_history,false,No housing payment 30 or more days past due in the last 12 months.
APP-000018-EVAL-012,APP-000018,CRD-DLQ-003,POL-CRD-003,1.0,2026-01-01,SYNTHETIC_INTERNAL_POLICY,ADVISORY,PASS,0.2800,<=,0.8,underwriting_calculations.credit_utilization,false,Revolving utilisation 28.00% is within the risk-note threshold.
APP-000018-EVAL-013,APP-000018,EMP-CNT-001,POL-EMP-002,1.0,2026-01-01,SYNTHETIC_INTERNAL_POLICY,CONDITIONAL,PASS,60,>=,24,employment.start_date,false,Employment history of 60 months meets the 24-month requirement.
APP-000018-EVAL-014,APP-000018,DTI-CONV-001,POL-DTI-001,2.0,2026-07-01,SYNTHETIC_INTERNAL_POLICY,HARD_FAIL,PASS,0.3100,<=,0.43,underwriting_calculations.total_monthly_debt|underwriting_calculations.qualifying_monthly_income|underwriting_calculations.back_end_dti,false,Back-end debt-to-income 31.00% against the applicable limit of 43.00%.
APP-000018-EVAL-015,APP-000018,DTI-CONV-002,POL-DTI-001,2.0,2026-07-01,SYNTHETIC_INTERNAL_POLICY,ADVISORY,PASS,0.2900,<=,0.38,underwriting_calculations.front_end_dti,false,Housing ratio 29.00% recorded; this measure is advisory on this programme.
APP-000018-EVAL-016,APP-000018,DTI-CALC-003,POL-DTI-001,2.0,2026-07-01,SYNTHETIC_INTERNAL_POLICY,ADVISORY,PASS,31044.25,,,underwriting_calculations.residual_income_monthly,false,"Monthly disposable income 31,044.25 recorded alongside the ratio."
APP-000018-EVAL-017,APP-000018,AST-FTC-003,POL-AST-002,1.0,2026-01-01,SYNTHETIC_INTERNAL_POLICY,HARD_FAIL,PASS,861314.92,>=,715183.93,underwriting_calculations.funds_to_close_required|underwriting_calculations.funds_to_close_available,false,"Eligible funds available 861,314.92 against 715,183.93 required at settlement."
APP-000018-EVAL-018,APP-000018,AST-RSV-002,POL-AST-003,2.0,2026-07-01,SYNTHETIC_INTERNAL_POLICY,CONDITIONAL,PASS,14.00,>=,0,underwriting_calculations.post_close_reserves|underwriting_calculations.months_reserves,false,"Post-closing reserves of 14.00 months against the 0-month requirement for this occupancy, leverage and affordability profile."
APP-000018-EVAL-019,APP-000018,JMB-ELG-003,POL-JUMBO-001,2.0,2026-07-01,SYNTHETIC_INTERNAL_POLICY,CONDITIONAL,PASS,14.00,>=,12,underwriting_calculations.months_reserves,false,Jumbo reserves of 14.00 months against the 12-month overlay requirement in force on the as-of date.
APP-000018-EVAL-020,APP-000018,VAL-APR-001,POL-VAL-001,2.0,2026-07-01,SYNTHETIC_INTERNAL_POLICY,CONDITIONAL,PASS,full_appraisal,==,full_appraisal,appraisals.valuation_method,false,Valuation method 'full_appraisal' satisfies the requirement for this transaction.
APP-000018-EVAL-021,APP-000018,VAL-APR-003,POL-VAL-001,2.0,2026-07-01,SYNTHETIC_INTERNAL_POLICY,CONDITIONAL,PASS,24,<=,120,appraisals.appraisal_date,false,"Valuation is 24 days old, within the 120-day window."
APP-000018-EVAL-022,APP-000018,DOC-REQ-003,POL-DOC-001,1.0,2026-01-01,SYNTHETIC_INTERNAL_POLICY,CONDITIONAL,PASS,1.0000,==,1.0000,documents,false,Document completeness 100.00% (0 of 0 required documents received and current).
APP-000018-EVAL-023,APP-000018,GEN-ELG-005,POL-GEN-001,1.0,2026-01-01,SYNTHETIC_INTERNAL_POLICY,CONDITIONAL,PASS,0,==,0,rule_evaluations|documents,false,"Every rule in scope had the inputs it needed, so none evaluated to INDETERMINATE."
APP-000018-EVAL-024,APP-000018,UWR-HRV-001,POL-UWR-001,1.0,2026-01-01,SYNTHETIC_INTERNAL_POLICY,REFER,REFER,1,==,0,rule_evaluations,true,1 mandatory human-review trigger(s) present.
APP-000018-EVAL-025,APP-000018,DEC-REC-001,POL-DEC-001,1.0,2026-01-01,SYNTHETIC_INTERNAL_POLICY,HARD_FAIL,PASS,,,,decisions|decision_reasons,false,"The recommendation is drawn from the controlled vocabulary and carries the rule ids, policy versions and calculation records supporting it."
APP-000018-EVAL-026,APP-000018,DEC-AUD-001,POL-DEC-001,1.0,2026-01-01,SYNTHETIC_INTERNAL_POLICY,HARD_FAIL,PASS,,,,audit_events,false,"The decision record carries the full chain: policy version, rule, calculation, evidence and reason."
APP-000019-EVAL-001,APP-000019,SEC-INJ-001,POL-SEC-001,1.0,2026-01-01,SYNTHETIC_INTERNAL_POLICY,HARD_FAIL,PASS,,,,documents.contains_untrusted_text,false,No applicant-supplied text required quarantine beyond the standard trust-class handling.
APP-000019-EVAL-002,APP-000019,KYC-IDV-001,POL-KYC-001,1.0,2026-01-01,REGULATORY,HARD_FAIL,PASS,VERIFIED,==,VERIFIED,verifications.identity,false,"Identity verified; name, date of birth, address and a tokenised identification number were collected and matched."
APP-000019-EVAL-003,APP-000019,FRD-IND-001,POL-FRD-001,1.0,2026-01-01,SYNTHETIC_INTERNAL_POLICY,REFER,PASS,0,==,0,documents|verifications,false,No cross-source inconsistency without an innocent arithmetic explanation was identified.
APP-000019-EVAL-004,APP-000019,PRP-ELG-001,POL-PRP-001,1.0,2026-01-01,SYNTHETIC_INTERNAL_POLICY,HARD_FAIL,PASS,single_family_detached/1,in,"1-4 units, eligible type",properties.property_type|properties.units,false,Property type 'single_family_detached' with 1 unit(s) is eligible.
APP-000019-EVAL-005,APP-000019,FHA-OVL-002,POL-FHA-001,1.0,2026-01-01,SYNTHETIC_INTERNAL_POLICY,HARD_FAIL,PASS,0.9650,<=,0.965,loans.loan_amount|properties.value_used_for_ltv|underwriting_calculations.ltv,false,Loan-to-value 96.50% against the primary_residence limit of 96.50% for this programme.
APP-000019-EVAL-006,APP-000019,FHA-OVL-002,POL-FHA-001,1.0,2026-01-01,SYNTHETIC_INTERNAL_POLICY,HARD_FAIL,PASS,642,>=,500,credit_profiles.representative_score,false,Representative score 642 against the applicable floor of 500.
